_id,month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,address,postal,latitude,longitude,_ts
143965,2023-08,ANG MO KIO,2 ROOM,406,ANG MO KIO AVE 10,04 TO 06,44.0,Improved,1979,54 years 10 months,275000.0,406 ANG MO KIO AVE 10,560406,1.36200453938712,103.853879910407,2025-06-30
143966,2023-08,ANG MO KIO,2 ROOM,323,ANG MO KIO AVE 3,04 TO 06,44.0,Improved,1977,52 years 10 months,300000.0,323 ANG MO KIO AVE 3,560323,1.36790849360635,103.84771408812,2025-06-30
143967,2023-08,ANG MO KIO,3 ROOM,214,ANG MO KIO AVE 3,01 TO 03,67.0,New Generation,1976,51 years 09 months,320000.0,214 ANG MO KIO AVE 3,560214,1.3673922200256,103.841127940925,2025-06-30
143968,2023-08,ANG MO KIO,3 ROOM,212,ANG MO KIO AVE 3,01 TO 03,67.0,New Generation,1977,52 years 09 months,340000.0,212 ANG MO KIO AVE 3,560212,1.36880359418469,103.841618072603,2025-06-30
143969,2023-08,ANG MO KIO,3 ROOM,463,ANG MO KIO AVE 10,01 TO 03,68.0,New Generation,1980,55 years 07 months,345000.0,463 ANG MO KIO AVE 10,560463,1.36694793518613,103.857487648675,2025-06-30
143970,2023-08,ANG MO KIO,3 ROOM,213,ANG MO KIO AVE 3,04 TO 06,67.0,New Generation,1976,51 years 09 months,345000.0,213 ANG MO KIO AVE 3,560213,1.36776947218047,103.841255432522,2025-06-30
143971,2023-08,ANG MO KIO,3 ROOM,502,ANG MO KIO AVE 5,01 TO 03,68.0,New Generation,1981,56 years 05 months,345000.0,502 ANG MO KIO AVE 5,560502,1.37572474765516,103.849934305516,2025-06-30
143972,2023-08,ANG MO KIO,3 ROOM,571,ANG MO KIO AVE 3,07 TO 09,67.0,New Generation,1979,54 years 10 months,347500.0,571 ANG MO KIO AVE 3,560571,1.37005501296043,103.85488055876,2025-06-30
143973,2023-08,ANG MO KIO,3 ROOM,108,ANG MO KIO AVE 4,04 TO 06,67.0,New Generation,1978,54 years 01 month,350000.0,108 ANG MO KIO AVE 4,560108,1.37096635222625,103.838201940326,2025-06-30
143974,2023-08,ANG MO KIO,3 ROOM,170,ANG MO KIO AVE 4,07 TO 09,60.0,Improved,1986,61 years 06 months,350000.0,170 ANG MO KIO AVE 4,560170,1.37400071781295,103.83643153142,2025-06-30
143975,2023-08,ANG MO KIO,3 ROOM,550,ANG MO KIO AVE 10,04 TO 06,68.0,New Generation,1981,56 years 06 months,355000.0,550 ANG MO KIO AVE 10,560550,1.37360769512088,103.85820494173,2025-06-30
143976,2023-08,ANG MO KIO,3 ROOM,151,ANG MO KIO AVE 5,04 TO 06,68.0,New Generation,1981,56 years 06 months,355000.0,151 ANG MO KIO AVE 5,560151,1.37671105271454,103.841168190659,2025-06-30
143977,2023-08,ANG MO KIO,3 ROOM,536,ANG MO KIO AVE 10,04 TO 06,68.0,New Generation,1980,55 years 06 months,360000.0,536 ANG MO KIO AVE 10,560536,1.37447378519738,103.854100515826,2025-06-30
143978,2023-08,ANG MO KIO,3 ROOM,550,ANG MO KIO AVE 10,04 TO 06,68.0,New Generation,1981,56 years 05 months,360000.0,550 ANG MO KIO AVE 10,560550,1.37360769512088,103.85820494173,2025-06-30
143979,2023-08,ANG MO KIO,3 ROOM,503,ANG MO KIO AVE 5,04 TO 06,68.0,New Generation,1981,56 years 06 months,360000.0,503 ANG MO KIO AVE 5,560503,1.37546163119278,103.848942047568,2025-06-30
143980,2023-08,ANG MO KIO,3 ROOM,604,ANG MO KIO AVE 5,01 TO 03,67.0,New Generation,1980,55 years 11 months,360000.0,604 ANG MO KIO AVE 5,560604,1.37986658053966,103.835976650638,2025-06-30
143981,2023-08,ANG MO KIO,3 ROOM,463,ANG MO KIO AVE 10,04 TO 06,68.0,New Generation,1980,55 years 07 months,365000.0,463 ANG MO KIO AVE 10,560463,1.36694793518613,103.857487648675,2025-06-30
143982,2023-08,ANG MO KIO,3 ROOM,476,ANG MO KIO AVE 10,10 TO 12,67.0,New Generation,1979,54 years 11 months,365000.0,476 ANG MO KIO AVE 10,560476,1.36238829184688,103.857880564737,2025-06-30
143983,2023-08,ANG MO KIO,3 ROOM,133,ANG MO KIO AVE 3,04 TO 06,73.0,New Generation,1979,54 years 06 months,365000.0,133 ANG MO KIO AVE 3,560133,1.37113968605234,103.842644163241,2025-06-30
143984,2023-08,ANG MO KIO,3 ROOM,506,ANG MO KIO AVE 8,07 TO 09,68.0,New Generation,1980,56 years 02 months,365000.0,506 ANG MO KIO AVE 8,560506,1.37440041920745,103.84893617353,2025-06-30
143985,2023-08,ANG MO KIO,3 ROOM,441,ANG MO KIO AVE 10,01 TO 03,67.0,New Generation,1979,54 years 05 months,370000.0,441 ANG MO KIO AVE 10,560441,1.36605027829032,103.854168309853,2025-06-30
143986,2023-08,ANG MO KIO,3 ROOM,232,ANG MO KIO AVE 3,01 TO 03,67.0,New Generation,1977,53 years 01 month,370000.0,232 ANG MO KIO AVE 3,560232,1.36834606813391,103.837196046409,2025-06-30
143987,2023-08,ANG MO KIO,3 ROOM,541,ANG MO KIO AVE 10,01 TO 03,68.0,New Generation,1981,56 years 05 months,371000.0,541 ANG MO KIO AVE 10,560541,1.37392239168826,103.855621371068,2025-06-30
143988,2023-08,ANG MO KIO,3 ROOM,607,ANG MO KIO AVE 4,07 TO 09,68.0,New Generation,1980,56 years 04 months,375000.0,607 ANG MO KIO AVE 4,560607,1.38046758670091,103.838816721629,2025-06-30
143989,2023-08,ANG MO KIO,3 ROOM,637,ANG MO KIO AVE 6,10 TO 12,68.0,New Generation,1980,56 years 02 months,375000.0,637 ANG MO KIO AVE 6,560637,1.38036187235317,103.842334616577,2025-06-30
143990,2023-08,ANG MO KIO,3 ROOM,606,ANG MO KIO AVE 5,10 TO 12,67.0,New Generation,1980,55 years 11 months,375888.0,606 ANG MO KIO AVE 5,560606,1.37932777238671,103.83673603156,2025-06-30
143991,2023-08,ANG MO KIO,3 ROOM,216,ANG MO KIO AVE 1,01 TO 03,73.0,New Generation,1976,51 years 09 months,380000.0,216 ANG MO KIO AVE 1,560216,1.36619678831054,103.841505011903,2025-06-30
143992,2023-08,ANG MO KIO,3 ROOM,440,ANG MO KIO AVE 10,10 TO 12,67.0,New Generation,1979,54 years 05 months,380000.0,440 ANG MO KIO AVE 10,560440,1.36642789831215,103.854311491141,2025-06-30
143993,2023-08,ANG MO KIO,3 ROOM,570,ANG MO KIO AVE 3,07 TO 09,67.0,New Generation,1979,54 years 10 months,380000.0,570 ANG MO KIO AVE 3,560570,1.3697435855576,103.856023138277,2025-06-30
143994,2023-08,ANG MO KIO,3 ROOM,112,ANG MO KIO AVE 4,04 TO 06,74.0,New Generation,1978,53 years 05 months,380000.0,112 ANG MO KIO AVE 4,560112,1.37127865145519,103.835766565741,2025-06-30
143995,2023-08,ANG MO KIO,3 ROOM,178,ANG MO KIO AVE 4,07 TO 09,68.0,New Generation,1981,56 years 08 months,380000.0,178 ANG MO KIO AVE 4,560178,1.37619319942083,103.837038191014,2025-06-30
143996,2023-08,ANG MO KIO,3 ROOM,631,ANG MO KIO AVE 4,10 TO 12,67.0,New Generation,1985,60 years 06 months,380000.0,631 ANG MO KIO AVE 4,560631,1.3795572819161,103.840735651035,2025-06-30
143997,2023-08,ANG MO KIO,3 ROOM,523,ANG MO KIO AVE 5,07 TO 09,68.0,New Generation,1980,56 years 01 month,380000.0,523 ANG MO KIO AVE 5,560523,1.3729419359545,103.852866402032,2025-06-30
143998,2023-08,ANG MO KIO,3 ROOM,649,ANG MO KIO AVE 5,01 TO 03,75.0,New Generation,1980,56 years 03 months,380000.0,649 ANG MO KIO AVE 5,560649,1.37776263842074,103.843782193293,2025-06-30
143999,2023-08,ANG MO KIO,3 ROOM,512,ANG MO KIO AVE 8,04 TO 06,68.0,New Generation,1980,56 years 01 month,380000.0,512 ANG MO KIO AVE 8,560512,1.3726147414362,103.849155674919,2025-06-30
144000,2023-08,ANG MO KIO,3 ROOM,505,ANG MO KIO AVE 8,10 TO 12,68.0,New Generation,1980,56 years 01 month,384600.0,505 ANG MO KIO AVE 8,560505,1.3748597302123,103.850224901404,2025-06-30
144001,2023-08,ANG MO KIO,3 ROOM,466,ANG MO KIO AVE 10,07 TO 09,67.0,New Generation,1984,60 years 02 months,385000.0,466 ANG MO KIO AVE 10,560466,1.36581960538764,103.857061606231,2025-06-30
144002,2023-08,ANG MO KIO,3 ROOM,463,ANG MO KIO AVE 10,10 TO 12,68.0,New Generation,1980,55 years 07 months,385000.0,463 ANG MO KIO AVE 10,560463,1.36694793518613,103.857487648675,2025-06-30
144003,2023-08,ANG MO KIO,3 ROOM,463,ANG MO KIO AVE 10,10 TO 12,68.0,New Generation,1980,55 years 07 months,390000.0,463 ANG MO KIO AVE 10,560463,1.36694793518613,103.857487648675,2025-06-30
144004,2023-08,ANG MO KIO,3 ROOM,180,ANG MO KIO AVE 5,07 TO 09,68.0,New Generation,1981,56 years 10 months,390000.0,180 ANG MO KIO AVE 5,560180,1.37667706463381,103.838361037555,2025-06-30
144005,2023-08,ANG MO KIO,3 ROOM,128,ANG MO KIO AVE 3,07 TO 09,67.0,New Generation,1978,54 years 02 months,393888.0,128 ANG MO KIO AVE 3,560128,1.37083202800001,103.843546990613,2025-06-30
144006,2023-08,ANG MO KIO,3 ROOM,182,ANG MO KIO AVE 5,10 TO 12,68.0,New Generation,1981,56 years 09 months,395000.0,182 ANG MO KIO AVE 5,560182,1.37733908523477,103.836472445051,2025-06-30
144007,2023-08,ANG MO KIO,3 ROOM,333,ANG MO KIO AVE 1,04 TO 06,68.0,New Generation,1981,56 years 06 months,395000.0,333 ANG MO KIO AVE 1,560333,1.3613425564061,103.851698621454,2025-06-30
144008,2023-08,ANG MO KIO,3 ROOM,320,ANG MO KIO AVE 1,10 TO 12,73.0,New Generation,1977,52 years 10 months,400000.0,320 ANG MO KIO AVE 1,560320,1.36559244608528,103.848386744168,2025-06-30
144009,2023-08,ANG MO KIO,3 ROOM,610,ANG MO KIO AVE 4,04 TO 06,82.0,New Generation,1980,56 years 04 months,400000.0,610 ANG MO KIO AVE 4,560610,1.37939470300077,103.839157232686,2025-06-30
