_id,month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,address,postal,latitude,longitude,_ts
143585,2023-03,ANG MO KIO,2 ROOM,314,ANG MO KIO AVE 3,07 TO 09,44.0,Improved,1978,53 years 10 months,288000.0,314 ANG MO KIO AVE 3,560314,1.36622707120636,103.850085858983,2025-06-30
143586,2023-03,ANG MO KIO,3 ROOM,319,ANG MO KIO AVE 1,04 TO 06,73.0,New Generation,1977,53 years 03 months,335000.0,319 ANG MO KIO AVE 1,560319,1.36511023350774,103.847379037914,2025-06-30
143587,2023-03,ANG MO KIO,3 ROOM,152,ANG MO KIO AVE 5,01 TO 03,68.0,New Generation,1981,57 years 02 months,335000.0,152 ANG MO KIO AVE 5,560152,1.3766876256746,103.840159506601,2025-06-30
143588,2023-03,ANG MO KIO,3 ROOM,549,ANG MO KIO AVE 10,01 TO 03,68.0,New Generation,1981,56 years 11 months,340000.0,549 ANG MO KIO AVE 10,560549,1.37316478582721,103.857411830838,2025-06-30
143589,2023-03,ANG MO KIO,3 ROOM,538,ANG MO KIO AVE 5,07 TO 09,68.0,New Generation,1980,55 years 11 months,340000.0,538 ANG MO KIO AVE 5,560538,1.37559336678106,103.853347801104,2025-06-30
143590,2023-03,ANG MO KIO,3 ROOM,330,ANG MO KIO AVE 1,01 TO 03,68.0,New Generation,1981,56 years 11 months,343000.0,330 ANG MO KIO AVE 1,560330,1.36243186402478,103.851030689651,2025-06-30
143591,2023-03,ANG MO KIO,3 ROOM,432,ANG MO KIO AVE 10,01 TO 03,67.0,New Generation,1979,55 years,345000.0,432 ANG MO KIO AVE 10,560432,1.36830996981351,103.853600305664,2025-06-30
143592,2023-03,ANG MO KIO,3 ROOM,435,ANG MO KIO AVE 10,01 TO 03,67.0,New Generation,1979,54 years 11 months,345000.0,435 ANG MO KIO AVE 10,560435,1.36766116325929,103.854307499675,2025-06-30
143593,2023-03,ANG MO KIO,3 ROOM,471,ANG MO KIO AVE 10,01 TO 03,67.0,New Generation,1979,55 years 05 months,348000.0,471 ANG MO KIO AVE 10,560471,1.36346600647245,103.856702918462,2025-06-30
143594,2023-03,ANG MO KIO,3 ROOM,223,ANG MO KIO AVE 1,10 TO 12,67.0,New Generation,1978,53 years 10 months,350000.0,223 ANG MO KIO AVE 1,560223,1.36604808445916,103.838122716883,2025-06-30
